subject,group,version,recall_description,event,recall_order,event_num,scene,scene_location,theme,event_description,word_count
231,younger,exp2,"but after she left,",B2,6,5.0,B,The David's Back Patio,Dinner_Party,Julie gets up to leave and mentions the dinner party on Friday night,4
231,younger,exp2,Larry told his wife to stop recommending her friends his movies cause,B1,7,4.0,B,The David's Back Patio,Other,Cheryl asks Julie what she thought of Sour Grapes,12
231,younger,exp2,it didn't seem like she actually liked the movie.  ,B6,8,9.0,B,The David's Back Patio,Other,Cheryl tells Larry that Julie liked the movie but Larry does not believe her,10
231,younger,exp2,And then Larry? Is goes and sees his friend Jeff at his.,C1,9,11.0,C,Jeff's Office,Caterer,Jeff and Larry are in Jeff's office and Jeff tells Larry that the caterer is great.,12
231,younger,exp2,"And Jeff seems very sad that Larry didn't congratulate him on his new car.|So Larry apologized for not congratulating him on his new car, and|then his friend asked him to go for a drive.  ",C2,10,12.0,C,Jeff's Office,Chevy,Jeff moves to the couch and tells Larry that he is disappointed that Larry did not congratulate him on his new car.|Larry apologizes for not congratulating Jeff about the new car.|Jeff suggests that they take the car for a drive and that Larry drives.,35
231,younger,exp2,"And the two of them do end up going for a drive and Larry's friend's new new car, which is a 1957. Blue Corvette I believe.",D1,11,13.0,D,Driving Chevy on the Street,Chevy,Jeff and Larry take the car for a drive and Jeff is impressed with the car and understands why Jeff was upset.,26
231,younger,exp2,"And so they're driving in the car and they get to a stop sign, and Larry asked his friend to turn on the radio, which he does.|And then he hears this commercial from Amco on the radio and the commercial has two beeps in it.|And Larry thinks that it's the guy behind them beeping at them, and so he turns around and he yells at them. He's. No, not a stop sign.|Stop. You know, being a jerk or whatever, and the guy gets ****** *** at him and he runs into the back of his car or Larry's friend's car and drives away and|Larry and his friend go to the car and look at the damage and.|Then the car starts making weird noises, and neither of them are particularly happy.  ",D3,12,15.0,D,Driving Chevy on the Street,Chevy,Larry tells Jeff to turn the radio on.|An AAMCO commercial comes on the radio with two beeps.|Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign.|Jeff says that it is the radio and the car hits their car. |Jeff is frustrated and gets out of the car to look at the damage. Larry also gets out of the car to check the damage. |Jeff gets back in his car and Larry explains the he thought the car honked at him. Jeff asks if he's ever heard of the AAMCO commercial before.,131
231,younger,exp2,"So then the scene goes to Larry and his wife having their little dinner party and. Larry's talking to a few different couples. He talks to one couple about the guy moving his business to Downey, and|then. Another couple talks about how they went on a cruise and they suggest that Larry should bring his wife on a cruise and|then he ends up talking to this guy named Mike,",E1,13,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife.|Larry then starts talking to a couple who recently went on a cruise. At the cruise, they saw a show about Annie.|Larry sees a man named Mike looking at him. They begin talking about Seinfield and Mike asks Larry if Larry gets paid for the re-runs that is still aired. ",69
231,younger,exp2,who works for Amco.|He tells him about a the whole incident that happened with the Corvette and|the guy offers to. Fix up the car for him or take a look at it and,E2,14,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. |Larry tells Mike that Jeff got a 57 Chevy and then talks about the car accident he got into with Jeff earlier. |Mike tells Larry that he can take a look at the damaged car.,33
231,younger,exp2,then everyone goes in the dining room for dinner that the caterer prepared and.,E3,15,18.0,E,Dinner Party,Dinner_Party,The caterer comes in and tells Cheryl that dinner is ready and Cheryl announces to everyone that it is dinner time. ,14
231,younger,exp2,"Lyrics wife tells people to sit wherever they want to sit, so people do,|but it turns out someone takes my the mic guy, the guy that's the amco guy, he takes Larry's chair and|then he also says grace and. He says grace and does toast to friends.  ",E6,16,21.0,E,Dinner Party,Dinner_Party,"The guests enter the dining room and Cheryl directs them to take a seat anywhere they would like. |Mike takes the head of the table and Larry is surprised.|Mike asks like he is the host with a prayer, speech, and cheers.",48
231,younger,exp2,And after the. Dinner party Larry is talking with his wife in the room and,F1,17,22.0,F,The Davids' Bedroom,Dinner_Party,Larry and Cheryl is in the bedroom talking about the dinner party. Larry mentions that Mike took the head of table.,15
231,younger,exp2,"before the dinner party they had made a bet that if Larry did not have a good time, then his wife would have to give him a ******* in the car.",B7,18,10.0,B,The David's Back Patio,Dinner_Party,Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,31
231,younger,exp2,And he said that he did not have a good time and that his wife would have to follow up on her end of the on the deal.  ,F3,19,24.0,F,The Davids' Bedroom,Dinner_Party, Larry says no and reminds Cheryl that she lost a bet.,29
231,younger,exp2,"Anyways, next morning Larry and his wife are downstairs in the kitchen having coffee and",G1,20,25.0,G,The Davids' Kitchen,Other,Larry enters the kitchen and Cheryl is at the table.,15
231,younger,exp2,"he says he's hungry and goes to get an apple. Turn over from the fridge and then he's looking in the fridge and he doesn't see any of the food there.|So he calls his wife over and she doesn't see any of the food either.|She thinks it's very bizarre and|she asks Larry, like, if he saw the caterer, like taking some of the food back with her.|And he said that she had a platter, but he didn't say anything to her because he didn't know what she was doing.",G3,21,27.0,G,The Davids' Kitchen,Caterer,Larry wants an apple turnover and walks over to the refrigerator but can't find it. |Cheryl looks for the leftovers after.|The leftovers seem to be missing.|Cheryl and Larry are wondering if the caterer took the leftovers.|Larry vaguely remembers seeing the caterer walk out with a platter.,89
231,younger,exp2,"Around this time. Larry also gets a message at, like, 7:30 in the morning on his phone. From Mike and saying that like you wanted to talk about something that hadn't happened last night and you wanted to, like, apologize for it.|And Larry was like, oh, I wish she would just say what he was so mad about or leave the different message because I'm going to be worried about this message all day. And so he goes. So we have to figure out. Oh, sorry. Go back before this before he goes and talks to the guy about the message.",G2,22,26.0,G,The Davids' Kitchen,Dinner_Party,Larry notices that there is a message on the answering machine. The message is from Mike and tells Larry that he feels weird about something from the dinner party. |Larry and Cheryl speculate what the message is about and Larry thinks it might be about Mike taking the head of table.,101
231,younger,exp2,His wife calls a caterer and asks her did she take the food? And she says yes.|So she sends Larry to go pick up the food.  ,G3,23,27.0,G,The Davids' Kitchen,Caterer,Cheryl calls the caterer and the caterer admits that she took the leftovers home. |Cheryl tells her that Larry will pick up the leftovers.,27
231,younger,exp2,"And Larry goes to pick up the food from the caterer. And she was kind of like lying about where it was,|she said. She brought some of it to a homeless shelter, or people had eaten the food last night because. She only gave him, I think, some chicken and some other things. And there was a lot of stuff missing.|She also her friend or coworker also comes in the kitchen where her and Larry are talking. And she says something about the food getting dropped off to Jeff.  |So Larry goes to Jeff's place and sees Jeff eating the leftover chicken and the. Apple turnovers. And he's not very happy about it. He's like, ohh, you think you could just, like, take my food or whatever. Like you take 10% of my salary, you take 10% of my food. And that whole interaction is like a bit awkward.  ",H1,24,28.0,H,Caterer's House,Caterer,Larry is at the caterer's house and asks for the food. |The caterer tells him that she gave the food to the homeless shelter.| Another woman comes by and tells the caterer that she dropped the food off to Jeff's.|Larry is at the caterer's house and asks for the food. ,150
231,younger,exp2,"And then Larry goes to fix up the car with Jeff at the Amco station. And the guy I think his name is Mike, the Amco guy. He says that there's some transmission issues unfortunately, but he can fix it because he's one of the few guys that knows how to fix those old cars.",J1,25,31.0,J,AAMCO Station,Chevy,Larry and Jeff are at the AAMCO station. Mike tells them that there is an issue with the transmission and that he can fix it. ,55
231,younger,exp2,And then he asked Larry to come into the room with him like a side room to talk about what he. Left on the phone that morning.,J2,26,32.0,J,AAMCO Station,Dinner_Party,Mike asks Larry if he can speak to him in private.,27
231,younger,exp2,"He starts to say I'm sorry. And then Larry kind of assumes that he's talking about. Larry's wife, talking about Larry not wanting to give the guest house to friends or let people stay in the guest house in Martha's Vineyard. And Larry assumes that this is what he's like apologizing about. So he starts talking about it, and|then Mike is like, no, actually, I was gonna apologize about sitting in your chair and Larry tries to go back and and cover it. Up and be like. Oh oh, you know, it's fine.|You know, we have such a good time at the at the Martha. 'S vineyard and like. Do all this crabbing or clamming or something together and the other guys like there are no clams in Martha's Vineyard and then. You know, Larry is just trying to save face.|The other guy isn't buying it and he basically tells Larry that he needs to leave because he needs to take a phone call.",J4,27,34.0,J,AAMCO Station,Dinner_Party,"Mike begins to apologize to Larry but Larry cuts him off and tells him that Cheryl should have not said anything about the vineyard. |Mike was apologizing for taking the head of the table. |Larry and Mike argue, talking past each other. |Mike ends the conversation.",164
231,younger,exp2,So Larry leaves with Jeff in the blue car and both of them are kind of silent. A ,J5,28,35.0,J,AAMCO Station,Chevy,Jeff and Larry are driving in the 57 Chevy in silence and there is a rumbling sound from the car. ,18
231,younger,exp2,"nd then at the end of the episode. Larry has. He has, like the food that he picked up from the caterer and Jeff and he walks by the same homeless guy he saw at the beginning of the episode. And the guy asked him if he has any spare change.|He says no, and Larry asked the guy if he wants the food that he's carrying from catering and the guys.|And he also asked the guy, oh, did they serve like this nice food over at like the the soup kitchen? And the guy was like, no, they only have soup and peanut butter.|So he gives him chicken lorange. And I think some salmon souffle. Their seafood souple and the rest of the food and. Then he goes back to his place.  ",K1,29,36.0,K,Walking on the Street,Caterer,Larry is walking down the street with platters of food and a homeless man asks if he has any spare change. |Larry asks the homeless man if he goes to the shelter and what food they serve there. |The homeless man tells Larry that they usually serve soup and peanut butter.| Larry asks if the homeless man wants the food and the homeless man takes it.,133
231,younger,exp2,"And then at the end of the episode, Larry and his wife are coming back from a nice dinner that they said they both enjoyed. And then Larry basically tells her that she has to hold up his her end of the bed because she lost.  ",L1,30,37.0,L,The Davids' Car,Dinner_Party,Cheryl and Larry are driving from dinner and Larry reminds Cheryl about the bet.,47
233,younger,exp2,OK. So the beginning of the episode was Larry David and his friend. They were like walking down the street and,A1,1,1.0,A,Walking on the Street,Caterer,Larry and Jeff are walking down the street. Larry is holding a paper bag.,21
233,younger,exp2,his friend was telling him about his new like 57 Chevrolet.,A2,2,2.0,A,Walking on the Street,Chevy,Jeff tells Larry that he is getting a 57 Chevy convertible from a neighbor. ,11
233,younger,exp2,And then this homeless guy came up and asked for any spare change.  And they both said they don't. Didn't have any.,A3,3,3.0,A,Walking on the Street,Caterer,A homeless man holding a cup interrupts Larry and David and asks for spare change.,22
233,younger,exp2,"So then Larry went home and he was with his. He saw his wife, Cheryl, and her friend and Cheryl's friend|was returning back a DVD I think was like sour grapes or something. She was returning it back, and|Larry was like, talking to them. And Cheryl's like, I'll see to her friend. She's like I see at the.",B1,4,4.0,B,The David's Back Patio,Other,Larry walks through his kitchen and into the patio area and sees his wife Cheryl with her friend Julie|Larry said hi to Julie and Cheryl tells him that she is returning a movie called Sour Grapes|Cheryl asks Julie what she thought of Sour Grapes,58
233,younger,exp2,"The party and then Larry's like, well,",B2,5,5.0,B,The David's Back Patio,Dinner_Party,Julie gets up to leave and mentions the dinner party on Friday night,7
233,younger,exp2,I don't think you should lend that DVD anymore and.,B6,6,9.0,B,The David's Back Patio,Other,Larry tells Cheryl not to loan the movie out.,10
233,younger,exp2,"And then he was like, I'm not excited about this dinner party.|And she was like, are you going to try to have fun? And Larry is like, I'll try.|And they made a bet. That like if he didn't have fun then like Cheryl would like give him a ******* in the car and then. He was. This might be out of order.  ",B7,7,10.0,B,The David's Back Patio,Dinner_Party,Larry questions why she wants to have a dinner party.|Cheryl says parties are fun.|Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,63
233,younger,exp2,He went to his friend's like office and,C1,8,11.0,C,Jeff's Office,Caterer,Jeff and Larry are in Jeff's office and Jeff tells Larry that the caterer is great.,8
233,younger,exp2,"his friend was, like, upset that Larry didn't congratulate him on his new car.  |UM. So then they went. Larry's like, oh, sorry, I'll congratulate you.",C2,9,12.0,C,Jeff's Office,Chevy,Jeff moves to the couch and tells Larry that he is disappointed that Larry did not congratulate him on his new car.|Larry apologizes for not congratulating Jeff about the new car.,26
233,younger,exp2,And then they went out for a drive and then.,D1,10,13.0,D,Driving Chevy on the Street,Chevy,Jeff and Larry take the car for a drive and Jeff is impressed with the car and understands why Jeff was upset.,10
233,younger,exp2,"When they were driving.|There was a. AA MCO commercial and there was like beeping in the commercial and Larry thought it was the guy behind them.|It was beeping so he turned around, started yelling at him and|then the guy like rear-ended them and|then drove away and then they were going to drive away in the Chevrolet.|But then the. He was making, like, a weird noise. So yeah, and then. It was.  ",D3,11,15.0,D,Driving Chevy on the Street,Chevy,Larry tells Jeff to turn the radio on.|An AAMCO commercial comes on the radio with two beeps.|Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign.|Jeff says that it is the radio and the car hits their car. |Larry keeps yelling at the car and the car drives away.|Jeff gets back in his car and Larry explains the he thought the car honked at him. Jeff asks if he's ever heard of the AAMCO commercial before.,72
233,younger,exp2,"This is the dinner party scene and then so basically at the dinner party he was talking to. These, like people who are moving from like. Somewhere to Downey. And he was talking to them. And then.|He was talking to this other guy named Mike.",E1,12,16.0,E,Dinner Party,Dinner_Party,"At the dinner party, Larry talks to a couple who are moving from Covina to Downy. Larry tells his wife.|Larry sees a man named Mike looking at him. They begin talking about Seinfield and Mike asks Larry if Larry gets paid for the re-runs that is still aired. ",45
233,younger,exp2,Do you think and Mike worked for Double Amco and so then Larry thought it was a joke because he thought that his wife or Cheryl had like told him about it and he thought that Mike was like making fun of him.|But it turns out he actually does work there.|So Larry told him the story about what happened with the. Car and,E2,13,17.0,E,Dinner Party,Chevy,Mike makes a comment about how it will be good if he got paid for all the AAMCO transmissions and Larry thinks Cheryl told Mike about the incident. |Mike says he owns 3 AAMCO stations.|Larry tells Mike that Jeff got a 57 Chevy and then talks about the car accident he got into with Jeff earlier. ,63
233,younger,exp2,"then. Dinner was ready, so",E3,14,18.0,E,Dinner Party,Dinner_Party,The caterer comes in and tells Cheryl that dinner is ready and Cheryl announces to everyone that it is dinner time. ,5
233,younger,exp2,"they all went to like the kitchen or dining room or whatever, and they sat down and then. Because Cheryl said to sit anywhere.|Mike, like, sat in Larry's seat. But Larry didn't say anything, and they were all sitting.|So Mike sat and Larry seat and then Mike was like.",E6,15,21.0,E,Dinner Party,Dinner_Party,The guests enter the dining room and Cheryl directs them to take a seat anywhere they would like. |Mike takes the head of the table and Larry is surprised.|Larry is annoyed and talks to the guest next to him about the move from Covina to Downy.,49
233,younger,exp2,"He like said grace, and then he he, like, did a toast. So then yeah. They all ate or whatever, and",F3,16,24.0,F,The Davids' Bedroom,Dinner_Party,Larry talks more about the dinner party and mentions that they said grace.,21
233,younger,exp2,then afterwards it was Larry and Cheryl and they were like sitting. Or,F1,17,22.0,F,The Davids' Bedroom,Dinner_Party,Larry and Cheryl is in the bedroom talking about the dinner party. Larry mentions that Mike took the head of table.,13
233,younger,exp2,"they're like on the bad news, they're talking about the dinner party and.|He was saying how he didn't have fun and so she has to, like, hold her end of the bat  ",F3,18,24.0,F,The Davids' Bedroom,Dinner_Party,Cheryl asks Larry if he had a good time at the dinner party.| Larry says no and reminds Cheryl that she lost a bet.,33
233,younger,exp2,"and then so the next morning, she was already downstairs. So he came downstairs and. He wanted like. An apple.",G1,19,25.0,G,The Davids' Kitchen,Other,Larry enters the kitchen and Cheryl is at the table.,20
233,younger,exp2,"Actually, first he got a message from Mike saying that there's something that worried that worried him and he wanted Larry to call him back.|And so Larry's like, who leaves a message like that at 7:30 in the morning? Mike was like, I'm going to be back in my office at 12:30. You can call me then. So he's, like, wondering why Mike would leave a message like that.",G2,20,26.0,G,The Davids' Kitchen,Dinner_Party,Larry notices that there is a message on the answering machine. The message is from Mike and tells Larry that he feels weird about something from the dinner party. |Larry and Cheryl speculate what the message is about and Larry thinks it might be about Mike taking the head of table.,69
233,younger,exp2,"And then he went to. Go get an apple turnover from the fridge and there were none. So he's like, where's all the food?|And then share all went and check and she's like, where the food and|they didn't know it was. And then they were.|They thought that maybe the caterer took it. The caterer that, like Larry's friend.|It's like Larry's friend's neighbor, so they called the caterer and was like, do you have the food? And the caterer is like, yeah.|And she was like, I'm going to cancel the check if you don't. If you like, don't. Bring it back. UM.  ",G3,21,27.0,G,The Davids' Kitchen,Caterer,Larry wants an apple turnover and walks over to the refrigerator but can't find it. |Cheryl looks for the leftovers after.|The leftovers seem to be missing.|Cheryl and Larry are wondering if the caterer took the leftovers.|Cheryl calls the caterer and the caterer admits that she took the leftovers home. |Cheryl tells her that she will cancel the check if she does not get the leftovers back. ,102
233,younger,exp2,"So yeah, so then. Larry had to go over to her house and usually getting the food back, and he's like, where's the chicken? And then she was like, there's only, like 3 pieces left, she said probably a lot of people ate it and he's like, well, where is it?|And then she finally told him that, like, she gave it to. Like a shelter on like fourth or something. And then he's like, where's Apple turned over? She's like, oh, I think everybody. That, and so he took the food.  ",H1,22,28.0,H,Caterer's House,Caterer,Larry is at the caterer's house and asks for the food. |The caterer tells him that she gave the food to the homeless shelter.,92
233,younger,exp2,"Then he went to his friend's house, who lived next door to the caterer, and his friend was eating the chicken. And then he was like, oh, are you enjoying the chicken?|And then he's like, oh, you get 10% of my salary and 10% of my food or whatever, like. Making a joke.|And then he saw at the Apple turnovers were at his friend's house, so he started eating.",I1,23,29.0,I,Jeff's Kitchen,Caterer,Jeff is eating the leftover chicken when Larry visits. |Jeff tells Larry that he was going to drop them off to his house. |Larry sits down and eats the apple turnovers. ,69
233,younger,exp2,Then and then he was talking about the message that Mike left him.  ,I2,24,30.0,I,Jeff's Kitchen,Chevy,Jeff brings up a message that Larry left him and Larry says there might be a problem. Larry begins explaining the situation about Martha's Vineyard. ,14
233,younger,exp2,"So then they went to. The UM. Like where Mike worked and he was looking at the car. And he's like the bad news is that you did something. Did the transit, the transmission. But the good news is that it's like rash cleared up or something. And he's like, yeah, I can fix it.",J1,25,31.0,J,AAMCO Station,Chevy,Larry and Jeff are at the AAMCO station. Mike tells them that there is an issue with the transmission and that he can fix it. ,55
233,younger,exp2,And then he asked if Larry. If you could talk to Larry and his like personal office. Presumably about the thing that he left the message about.,J2,26,32.0,J,AAMCO Station,Dinner_Party,Mike asks Larry if he can speak to him in private.,27
233,younger,exp2,"So they go into his office and they're talking and Mike is basically he thanks him for the dinner party. And then he says that like, he and his wife were talking.|And then Larry's like, thinking that it was about the. Because Cheryl was talking about how when they go to Martha's Vineyard, they don't like people staying in their guest house. And Mikes wife, like, overheard her saying that. So she Cheryl thinks that maybe Mikes wife was, like, thinking that it was like a. Like Cheryl was telling them that. She doesn't want them to stay there, so that's what Larry thought that Mike was talking about. So he started like apologizing for that.|But it turns out Mike was talking about how he took his seat at the table. And like it's like, oh, no, it's fine.|But then Mike was like, interested. He's like, well, what about this, like, Martha's Vineyard thing? And then they start talking about that? He's like, oh, I don't wanna impose. And then, like, Mike started getting mad and then he was like, Larry was, like, trying to explain.|And then Mike was like, OK, we're done here.",J4,27,34.0,J,AAMCO Station,Dinner_Party,"Mike tells Larry to take a seat in his office and thanks him about the dinner party. |Mike begins to apologize to Larry but Larry cuts him off and tells him that Cheryl should have not said anything about the vineyard. |Mike was apologizing for taking the head of the table. |Larry and Mike argue, talking past each other. |Mike ends the conversation.",194
233,younger,exp2,And then Larry left.  ,J5,28,35.0,J,AAMCO Station,Chevy,Jeff and Larry are driving in the 57 Chevy in silence and there is a rumbling sound from the car. ,5
233,younger,exp2,"And so, yeah, then Larry was walking back. To his house with the leftovers. And he saw the same homeless man asking for change again.|And then he asked him if, like that shelter on 4th, if they ever, like, serve like chicken or seafood. And the guys like, no, they only not sell if they have it.|And the guys like, oh, they only have. Like soup and peanut butter sometimes and|then Larry's like, do you want this food, like the food from the dinner party and the homeless guy's like, yeah, sure.  ",K1,29,36.0,K,Walking on the Street,Caterer,Larry is walking down the street with platters of food and a homeless man asks if he has any spare change. |Larry asks the homeless man if he goes to the shelter and what food they serve there. |The homeless man tells Larry that they usually serve soup and peanut butter.| Larry asks if the homeless man wants the food and the homeless man takes it.,93
233,younger,exp2,"And then? It cuts to a scene of. Him and Cheryl, driving back from a restaurant, they're talking about the seafood was and then Larry's like, I believe you lost a bed or something like that. So then, Cheryl, like, knows that, you know she's gonna give him a ******* while he's driving. So she, like, unbuckles her seat belt, and she, like, checks to see if anybody's like watching. And then that's the end. ",L1,30,37.0,L,The Davids' Car,Dinner_Party,Cheryl and Larry are driving from dinner and Larry reminds Cheryl about the bet.,75
237,younger,exp2,"1A OK, so the episode starts with the two guys walking down the street and",A1,1,1.0,A,Walking on the Street,Caterer,Larry and Jeff are walking down the street. Larry is holding a paper bag.,15
237,younger,exp2,2A the one guy says that he recently got a 57 Chevy and then they start talking about that and,A2,2,2.0,A,Walking on the Street,Chevy,Jeff tells Larry that he is getting a 57 Chevy convertible from a neighbor. ,20
237,younger,exp2,3A then they pass the homeless man who's asking for spare change and.|4A The one guy who got the 57 Chevy said he doesn't have any change. But the main guy asked if he wants what he has in the paper bag and the homeless man asks what is in the paper bag and he says a tuna and|5A then the homeless man says that he does not like tuna.|6A And then they go into a building after.,A3,3,3.0,A,Walking on the Street,Caterer,A homeless man holding a cup interrupts Larry and David and asks for spare change.|Larry and Jeff responds by saying they do not have spare change and offers a tuna sandwich instead. |The homeless man refuses the tuna sandwich and says he does not like tuna|Larry and Jeff are surprised that he refused and walks in a building.,78
237,younger,exp2,"7B And then it pans to the main guy walking outside of his house, I think. And|8B then his wife is there with one of her friends talking about, I assume, his movie. It's past movie or show or something, and|9B then he's asking how the friend felt about-- Julie is the name of the friend--What she thought about the movie and she 10B thought it was pretty good that she enjoyed it and she liked the expressions on some of the faces. And|11B they have a short discussion about that happening and",B1,4,4.0,B,The David's Back Patio,Other,Larry walks through his kitchen and into the patio area and sees his wife Cheryl with her friend Julie|Larry said hi to Julie and Cheryl tells him that she is returning a movie called Sour Grapes|Cheryl asks Julie what she thought of Sour Grapes|Larry jokes about the movie and makes facial expressions and impressions,93
237,younger,exp2,"12B then Julia says that she has to go and that she looks forward to seeing them at the dinner party on Saturday night, but",B2,5,5.0,B,The David's Back Patio,Dinner_Party,Julie gets up to leave and mentions the dinner party on Friday night,25
237,younger,exp2,"13B then the wife says that it might not be happening because their caterer canceled for personal reasons and then the main 14B guy says that, he is like confused about everyone saying personal reasons this time because they can say that for any reason. And they don't have to explain themselves. So he doesn't like how people say that. But|15B then he says that his friend Jeff, which is the guy with the 57 Chevy, he said he is a neighbour who's a caterer and can replace the caterer that quit for personal reasons and he has to convince his wife to do that. And eventually, she's like, fine, call Jeff and. Get him to cater or get him to get his neighbor to cater. And|16B yeah, and eventually Julie leaves and they're talking about the dinner party and",B3,6,6.0,B,The David's Back Patio,Caterer,Cheryl mentions that their caterer cancelled|Larry asks why the caterer cancelled and Cheryl says it is due to personal reasons|Larry suggests that Cheryl calls's Jeff's neighbor to cater the dinner,140
237,younger,exp2,"20B how the main guy doesn't know why dinner parties are the thing. And he's never liked a dinner party and he doesn’t like socializing with all those people for the entire time, and",B4,7,7.0,B,The David's Back Patio,Dinner_Party,Cheryl tells Julie she cannot wait to meet Pat at the party before leaving,34
237,younger,exp2,"21B his wife is like I'd like to do it for, to have fun and to enjoy and talk to everyone and catch up with everyone and|22B he says that he's not going to enjoy it so they make a deal that, the wife says that he will enjoy it. And he says that he won't enjoy it, and so they make a deal about that.",B7,8,10.0,B,The David's Back Patio,Dinner_Party,Cheryl says parties are fun.|Larry makes a bet with Cheryl saying that he will not like the dinner party. The bet is a blowjob in the car. ,66
237,younger,exp2,"23C And then it goes to him being in his office with Jeff and. Jeff is talking about the catering, he's like, she is really good and you’ll enjoy her food and then he gets up, he says.",C1,9,11.0,C,Jeff's Office,Caterer,Jeff and Larry are in Jeff's office and Jeff tells Larry that the caterer is great.,38
237,younger,exp2,"24C I have to talk to you about something serious so he gets up and sits on the couch with him. And just like, I'm upset because you didn't congratulate me on my car and then the main guy is like I didn't realize I had to congratulate you on your car. It's not a new baby, so I didn't realize I had to congratulate you. And then he's like, yeah, you gotta congratulate me. It's and|25C then let me guys like oh, sorry, sorry. Congratulations on the car. And|26C then just like, let's go for a drive, you can drive it.",C2,10,12.0,C,Jeff's Office,Chevy,Jeff moves to the couch and tells Larry that he is disappointed that Larry did not congratulate him on his new car.|Larry apologizes for not congratulating Jeff about the new car.|Jeff suggests that they take the car for a drive and that Larry drives.,102
237,younger,exp2,27D And so then they're driving out on the road and they drive it to a stop sign.,D1,11,13.0,D,Driving Chevy on the Street,Chevy,Jeff and Larry take the car for a drive and Jeff is impressed with the car and understands why Jeff was upset.,18
237,younger,exp2,"And he turns on the radio, and there's a car behind them at the stop sign.|And they're listening to the Amco commercial.|The main guy hears a horn and so he thinks it's a car behind him and he starts yelling at the car behind.|Who yells back and then eventually hits the back of the Chevy|and then drives off. Jeff’s all mad cause he was like that was the commercial.|There's the two honks in the commercial. And so they get out and go check the damage. And it's like pretty bad.|And eventually they get back in the car and Jeff's driving again. And he keeps on repeating about how the horns were in the commercial. And then there's a weird noise in the car when it's driving. And then it drives off.|And eventually they get back in the car and Jeff's driving again. And he keeps on repeating about how the horns were in the commercial. And then there's a weird noise in the car when it's driving. And then it drives off.",D3,12,15.0,D,Driving Chevy on the Street,Chevy,Larry tells Jeff to turn the radio on.|An AAMCO commercial comes on the radio with two beeps.|Larry thinks the car behind him is honking at them and yells at them saying that there is a stop sign.|Jeff says that it is the radio and the car hits their car. |Jeff gets back in his car and Larry explains the he thought the car honked at him. Jeff asks if he's ever heard of the AAMCO commercial before.|Jeff is frustrated and gets out of the car to look at the damage. Larry also gets out of the car to check the damage. |nan|Jeff gets back in his car and Larry explains the he thought the car honked at him. Jeff asks if he's ever heard of the AAMCO commercial before.,172
237,younger,exp2,"And then it goes till later that night, after everyone's left and it's the main guy and his wife in the bed, and he's talking to her about everything that happened. And they're talking about the Amco guy and how he stole the chair|and like led the prayer and then. He's asking. He's like they're talking about like. How you what you do when you pray and everything|and then? He says that he really didn't have a good time, |so he won the bet.",F3,13,24.0,F,The Davids' Bedroom,Dinner_Party,Larry talks more about the dinner party and mentions that they said grace.|Larry talks more about the dinner party and mentions that they said grace.|Cheryl asks Larry if he had a good time at the dinner party.| Larry says no and reminds Cheryl that she lost a bet.,84
237,younger,exp2,And then it goes to the next morning.,G1,14,25.0,G,The Davids' Kitchen,Other,Larry enters the kitchen and Cheryl is at the table.,8
237,younger,exp2,"There's a voicemail on the phone at their house phone and it's the Amco guy saying that he feels weird about something last night so he wantss to meet up at his office and talk about it and everything.|But the main guy is angry because he like didn't specify what it is that he feels weird about, so he doesn't know, like he's stressing out, and then they're theorizing about what he's feels weird about, like either taking the chair,|but then the wife suggests that she. UM. She, like, was talking to Julie, I think last night, and they were talking about Martha's Vineyard and how they have a house there. And they have a guest house, but they don't like guests staying in it.",G2,15,26.0,G,The Davids' Kitchen,Dinner_Party,Larry notices that there is a message on the answering machine. The message is from Mike and tells Larry that he feels weird about something from the dinner party. |Larry and Cheryl speculate what the message is about and Larry thinks it might be about Mike taking the head of table.|Cheryl tells Larry it might be about how Larry does not like it when people stay at their guesthouse in Martha's Vineyard. ,125
237,younger,exp2,"And she thinks that the Amco guys wife overheard and like, got upset about it and like, thought it was like directed at.|And then the main guy goes to check the fridge because he wants an apple turnover and he realizes that they're not there,|and then they realize that all the food isn't in the fridge,|so they call the caterer up and realized that she took all the food after last night.",G3,16,26.0,G,The Davids' Kitchen,Dinner_Party,Maggie might have overheard and might have told Mike because Maggie and Mike were planning on going to vacation there. |Larry wants an apple turnover and walks over to the refrigerator but can't find it. |The leftovers seem to be missing.|Cheryl calls the caterer and the caterer admits that she took the leftovers home. ,72
